row_i,question_text,answer_yes_no,gpt_yes_no,manual_yes_no
34404,"BY MR. ARNOLD: NOW, IN JUNE OF 1992, PERHAPS APPROXIMATELY FIVE MONTHS AFTER THIS INCIDENT, DID YOU HAVE A TELEPHONE?",no,yes,yes
37679,"NOW, WHEN CARLOS WAS SHOT, WAS RENZI'S BROTHER INSIDE OF ANDRE'S APARTMENT?",yes,yes,yes
74111,"NOW, DID THE TRUCK DRIVE THROUGH YOUR GAS STATION AT A NORMAL SPEED THAT YOU WOULD EXPECT OTHER VEHICLES TO DRIVE THROUGH YOUR GAS STATION OR DID IT DRIVE THROUGH AT A DIFFERENT SPEED?",yes,no,no
67650,DO YOU REMEMBER TELLING THAT?,yes,no,yes
53030,ALL RIGHT. YOU HAD YOUR CHILDREN IN THE CAR?,yes,no,yes
82712,YOU WERE SCARED TO CALL THE POLICE?,yes,no,yes
57591,AND DID YOU SIT IN THE AUDIENCE?,no,no,yes
43671,"NOW, WHEN MR. COLE CALLED YOU TWO DAYS LATER, AND HE SAID HE HAD RECEIVED AN ANONYMOUS PHONE CALL THAT THE PERSON'S NAME IS REGIS THOMAS, DID YOU THEN TELL HIM WAIT A SECOND. I GOT INFORMATION THAT THE GUY'S NAME IS REGGIE?",yes,no,yes
62469,AND MRS. GULLY IS GETTING CLOSER?,yes,no,yes
86405,WAS ANYBODY ELSE THERE?,no,yes,yes
134259,WHERE WERE YOU LIVING AT THE TIME?,no,no,no
66630,"WHEN MR. THOMAS TURNED AROUND TO YOU AND HAD HIS BACK TO YOU, DID YOU EVER SEE THE PERSON'S BACK WHO WAS SHOOTING THE OFFICER THAT NIGHT?",no,no,yes
51256,"BY MR. ARNOLD: MRS. GULLY, DO YOU RECOGNIZE WHAT PEOPLE'S 38 FOR IDENTIFICATION IS?",yes,yes,yes
35344,WAS ZAMORA HIS PERMANENT RESIDENCE?,yes,no,yes
78702,BUT YOU ARE NOT A CRIMINALIST?,yes,no,yes
100472,"DOCTOR, WAS -- WAS THERE AN X RAY TAKEN OF OFFICER BURRELL'S HEAD?",yes,no,yes
105282,"THIS MAN, CARLOS ADKINS, THE DECEASED IN THIS CASE, HE HAD .13 MICROGRAMS IN HIS BLOOD PER MILLILITER?",yes,no,yes
63057,THEY WERE ON?,yes,no,yes
40193,"BUT AFTERWARDS YOU REALIZED THAT YOU HAD MADE A MISTAKE AND IT WASN'T RENZI, BUT THAT IT WAS REGGIE?",yes,no,yes
71094,"BEFORE THAT, BEFORE GOING TO ROSECRANS AND DWIGHT HAD YOU SEEN OFFICERS MACDONALD AND BURRELL, UNIT ZEBRA THREE?",yes,no,yes
125848,DID HE HAVE ANY NAMES FOR YOU?,no,yes,yes
99545,DOES THAT APPEAR TO BE THE MAGAZINE THAT YOU REMOVED THE GFL 9 MILLIMETER BULLETS FROM?,yes,yes,yes
39038,WERE YOU FRIENDS WITH CARLOS ADKINS?,no,yes,yes
70724,YOU JUST WHAT?,no,no,no
81091,AND HAVE YOU SEEN THE OTHER KIND OF GUNS THAT ARE MORE SQUARED?,yes,no,yes
101172,"DOCTOR, BEFORE YOU GO ON, YOU MENTIONED IN YOUR DESCRIPTION OF THE GUNSHOT WOUND BEHIND THE RIGHT EAR IN PHOTOGRAPH D, YOU SAID THAT THE FIRST THING TO NOTICE WAS THE STIPPLING MARKS ON OFFICER MACDONALD'S EAR AND THE BACK OF -- BEHIND THE EAR; IS THAT CORRECT?",yes,no,yes
93060,NO?,yes,no,yes
127200,YOU LIVE IN THE CITY OF COMPTON?,yes,yes,yes
86665,"MY QUESTION TO YOU TODAY, IS THAT TODAY YOU  1 TESTIFIED THAT IT JUST HAPPENED THAT WAY, THAT YOU GOT IN THE TWO SEPARATE CARS, WHEREAS AT THE PRELIMINARY HEARING IN OCTOBER OF 1993, YOU SAID THAT YOU TOOK TWO SEPARATE CARS BECAUSE IT WAS -- BECAUSE YOU WERE GOING TO GO THEN AND SELL THE GUN?",no,no,yes
99977,DO YOU RECOGNIZE THAT?,yes,yes,yes
34234,BY MR. ARNOLD: ARE YOU ABLE TO SEE THE OTHER SIDE?,yes,yes,yes
56537,WHO IS IT THAT IS BEING SHOT?,no,no,no
70808,SHE SAID SHE SAW WHAT HAPPENED?,yes,no,yes
105384,"IN FACT, DO YOU KNOW DR. SCHULZE -- SCHULZE?",yes,yes,yes
132062,RIGHT NOW SHE HAS CANCER?,yes,no,yes
44620,THE 92 I ASSUME STANDS FOR 1992?,no,no,yes
89978,"WELL, DIDN'T YOU HAVE TICKETS FOR HIM? YOU WERE GOING TO GIVE HIM TICKETS; RIGHT?",no,no,yes
134658,HOW OFTEN DO YOU VISIT HIM?,no,no,no
112121,WHAT DID YOU DO TO TRY TO?,no,no,no
94920,"AND IN ADDITION TO THAT, YOU INTERVIEWED CALVIN COOKSEY ON THE 25TH OF MARCH, 1993?",yes,no,yes
39581,DID YOU SEEK ANY MEDICAL ATTENTION FOR THAT?,no,yes,yes
127763,DID YOU EVER TRY TO TALK HIM OUT OF IT 14 BECAUSE OF THE DANGER?,yes,no,yes
97091,YOU SAID SOMEONE TOLD YOU IT WAS SUPPOSED TO BE 350?,yes,no,yes
38189,"DID IT THAT'S WHEN HE SAY HE DIDN'T MEAN TO DO IT AND I ASKED HIM WHY HE TRIED TO HURT ME. HE SAID HE WAS JUST TRYING TO SCARE ME. HE SAID IF HE WANTED TO HURT ME, HE COULD HAVE AND THEN I ASKED HIM, I SAID, WHY YOU SHOOT LIKE THAT, MAN? I SAID, WE ALL HOMEBOYS. HE SAID, MAN, I WAS TRIPPING. IT WAS MY WOMAN'S BIRTHDAY AND MY OTHER GIRL FRIEND TOOK HER OUT, AND I GOT TRIPPED, AND I GOT HIGH, AND I THOUGHT SHE WAS TRYING TO SELL ME SOME DOPE. I JUST WENT OFF. HE SAID IT WAS HIS GIRL FRIEND'S BIRTHDAY?",yes,no,yes
35925,"NOW, THE NEWS BROADCAST, DO YOU RECALL THAT BEING IN APRIL OF 1993?",no,no,yes
133182,"WHEN YOU STOPPED LIVING WITH HIM, WHERE DID YOU GO?",no,no,no
105555,"WOULD YOU AGREE THEN, DOCTOR, THAT DESPITE THE FACT THAT DR. TENNANT AND DR. MCCARRON HAVE SIGNIFICANTLY MORE EXPERIENCE IN THE FIELD -- WOULD YOU AGREE THAT THEY HAVE SIGNIFICANTLY MORE EXPERIENCE IN THE FIELD THAN YOU?",no,no,yes
105150,"WELL  WOULD YOU SAY THEN, DOCTOR, THAT YOUR 16 TEACHER, DR. MCCARRON, IS WRONG WHEN SHE SAYS THE 17 CONCENTRATION OF PCP IN THE SAMPLES DID NOT CORRELATE WITH 18 THE SEVERITY OF PCP INTOXICATION?",yes,no,yes
43037,WHEN THE INDIVIDUALS ARE ON STAGE IS THERE SOME TYPE OF A ONE WAY GLASS THAT SEPARATES THEM FROM THE AUDIENCE?,no,no,yes
65759,ARE YOU WORKING NOW?,yes,yes,yes
